,PID,GrLivArea,SalePrice,MSSubClass,MSZoning,LotFrontage,LotArea,Street,Alley,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYN,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolYN,PoolQC,Fence,MoSold,YrSold,SaleType,SaleCondition,Bathrooms
492,923203090,1216,164000,120,RM,32.0,4500,Pave,0.0,1,4,4,FR2,3,Mitchel,Norm,Norm,Twnhs,1Story,6,5,1998,1998,Hip,CompShg,VinylSd,VinylSd,BrkFace,116.0,3,3,PConc,5.0,3.0,1.0,6.0,897.0,1.0,0.0,319.0,1216.0,GasA,5,Y,SBrkr,1216,0,0,1.0,0.0,2,0,2,1,3,5,8,0,0.0,Attchd,yes,1.0,2.0,402.0,3.0,3.0,3,0,125,0,0,0,no,0.0,NO,5,2006,WD ,Normal,3.0
493,535104120,1453,187500,20,RL,92.0,10573,Pave,0.0,2,4,4,Corner,3,NAmes,Norm,Norm,1Fam,1Story,6,6,1961,1961,Hip,CompShg,MetalSd,MetalSd,BrkFace,3.0,3,3,CBlock,3.0,3.0,1.0,3.0,1312.0,1.0,0.0,141.0,1453.0,GasA,5,Y,SBrkr,1453,0,0,1.0,0.0,2,0,3,1,3,6,8,1,3.0,Attchd,yes,2.0,2.0,530.0,3.0,3.0,3,0,49,0,0,288,no,0.0,GdPrv,4,2009,WD ,Normal,3.0
494,528366070,2202,263000,60,RL,88.0,11762,Pave,0.0,1,4,4,Inside,3,NoRidge,Norm,Norm,1Fam,2Story,8,5,1992,1993,Gable,CompShg,VinylSd,VinylSd,BrkFace,309.0,4,3,PConc,5.0,3.0,1.0,6.0,335.0,1.0,0.0,770.0,1105.0,GasA,5,Y,SBrkr,1105,1097,0,1.0,0.0,2,1,4,1,4,9,8,1,3.0,Attchd,yes,2.0,2.0,517.0,3.0,3.0,3,0,65,0,0,144,no,0.0,NO,9,2007,WD ,Normal,3.5
495,902205010,612,45000,30,RM,50.0,5925,Pave,0.0,1,4,4,Corner,3,OldTown,Norm,Norm,1Fam,1Story,2,4,1940,1950,Gable,CompShg,MetalSd,MetalSd,NO,0.0,3,4,BrkTil,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,GasA,2,N,FuseA,612,0,0,0.0,0.0,1,0,1,1,3,4,8,0,0.0,Detchd,yes,1.0,1.0,308.0,3.0,2.0,1,0,0,25,0,0,no,0.0,NO,10,2009,WD ,Normal,1.0
496,923204040,1200,173000,85,RL,150.0,14137,Pave,0.0,1,4,4,Corner,3,Mitchel,Norm,Norm,1Fam,SFoyer,4,5,1964,1964,Gable,CompShg,HdBoard,HdBoard,BrkFace,98.0,3,3,CBlock,4.0,3.0,3.0,5.0,865.0,2.0,247.0,88.0,1200.0,GasA,4,Y,SBrkr,1200,0,0,1.0,0.0,1,0,3,1,3,6,8,0,0.0,2Types,yes,3.0,3.0,850.0,3.0,3.0,3,0,119,0,0,171,no,0.0,NO,11,2008,ConLD,Normal,2.0
498,533251130,1432,194000,80,RL,127.93093263918172,16157,Pave,0.0,2,4,4,FR2,3,Veenker,Feedr,Norm,1Fam,SLvl,5,7,1978,1978,Gable,CompShg,Plywood,Plywood,NO,0.0,3,3,PConc,4.0,3.0,4.0,5.0,680.0,3.0,391.0,289.0,1360.0,GasA,5,Y,SBrkr,1432,0,0,1.0,0.0,1,1,2,1,4,5,8,1,3.0,Attchd,yes,1.0,2.0,588.0,3.0,3.0,3,168,180,0,0,0,no,0.0,NO,6,2007,WD ,Normal,2.5
499,528235130,1414,178000,60,RL,74.0,9056,Pave,0.0,2,4,4,Inside,3,Gilbert,Norm,Norm,1Fam,2Story,8,5,2004,2004,Gable,CompShg,VinylSd,VinylSd,NO,0.0,4,3,PConc,5.0,4.0,3.0,1.0,0.0,1.0,0.0,707.0,707.0,GasA,5,Y,SBrkr,707,707,0,0.0,0.0,2,1,3,1,4,6,8,1,4.0,Attchd,yes,3.0,2.0,403.0,3.0,3.0,3,100,35,0,0,0,no,0.0,NO,10,2006,WD ,Normal,2.5
500,903226130,1324,128000,50,RM,50.0,6000,Pave,0.0,1,4,4,Inside,3,BrkSide,Norm,Norm,1Fam,1.5Fin,4,6,1936,1950,Gable,CompShg,MetalSd,MetalSd,NO,0.0,3,3,BrkTil,3.0,3.0,1.0,4.0,672.0,1.0,0.0,0.0,672.0,GasA,3,Y,SBrkr,757,567,0,0.0,0.0,1,0,3,1,3,6,8,0,0.0,Detchd,yes,1.0,1.0,240.0,3.0,3.0,3,0,0,0,0,0,no,0.0,NO,7,2009,WD ,Normal,1.0
501,903235020,616,89000,30,RM,50.0,6000,Pave,0.0,1,4,4,Inside,3,BrkSide,Norm,Norm,1Fam,1Story,5,7,1921,1950,Gable,CompShg,Wd Sdng,Wd Shng,NO,0.0,3,3,CBlock,3.0,3.0,1.0,2.0,616.0,1.0,0.0,0.0,616.0,GasA,4,Y,SBrkr,616,0,0,0.0,0.0,1,0,2,1,3,4,8,0,0.0,Detchd,yes,1.0,1.0,205.0,3.0,3.0,3,0,0,129,0,0,no,0.0,NO,6,2006,WD ,Normal,1.0
502,527425110,864,130000,20,RL,60.0,9000,Pave,0.0,1,4,4,FR2,3,NAmes,Norm,Norm,1Fam,1Story,4,7,1971,2006,Gable,CompShg,VinylSd,VinylSd,NO,0.0,3,4,CBlock,3.0,3.0,1.0,5.0,240.0,1.0,0.0,624.0,864.0,GasA,4,Y,SBrkr,864,0,0,0.0,0.0,1,0,3,1,3,5,8,0,0.0,Detchd,yes,1.0,2.0,576.0,3.0,3.0,3,200,0,0,0,0,no,0.0,GdWo,7,2009,WD ,Normal,1.0
503,902327070,2007,160000,70,RM,70.0,8400,Pave,0.0,1,4,4,Corner,3,OldTown,Artery,Norm,1Fam,2Story,6,7,1900,1950,Gable,CompShg,Stucco,BrkFace,NO,0.0,3,3,BrkTil,2.0,4.0,2.0,1.0,0.0,1.0,0.0,917.0,917.0,GasA,4,Y,FuseA,1090,917,0,0.0,0.0,2,0,3,1,5,8,8,0,0.0,Detchd,yes,1.0,1.0,357.0,3.0,3.0,3,0,235,0,0,0,no,0.0,NO,6,2009,WD ,Normal,2.0
506,914478100,1026,143000,85,RL,82.0,8410,Pave,0.0,2,4,4,Corner,3,Mitchel,Norm,Norm,1Fam,SFoyer,6,6,1974,1974,Gable,CompShg,Plywood,Plywood,NO,0.0,3,3,CBlock,4.0,3.0,3.0,5.0,924.0,1.0,0.0,46.0,970.0,GasA,3,Y,SBrkr,1026,0,0,1.0,0.0,1,0,2,1,3,5,8,1,1.0,Attchd,yes,1.0,2.0,528.0,3.0,3.0,3,193,0,0,0,0,no,0.0,NO,4,2007,WD ,Normal,2.0
508,903225150,765,87000,30,RM,50.0,5000,Pave,0.0,1,4,4,Inside,3,BrkSide,Feedr,Norm,1Fam,1Story,4,7,1925,1950,Gable,CompShg,MetalSd,MetalSd,NO,0.0,3,3,BrkTil,3.0,3.0,1.0,3.0,188.0,1.0,0.0,577.0,765.0,GasA,3,N,FuseF,765,0,0,1.0,0.0,1,0,2,1,4,4,8,0,0.0,Detchd,yes,1.0,1.0,200.0,2.0,3.0,2,135,0,41,0,0,no,0.0,MnPrv,4,2010,WD ,Normal,2.0
509,527402220,1002,148500,20,RL,69.28239528333478,8750,Pave,0.0,2,4,4,Inside,3,NAmes,Norm,Norm,1Fam,1Story,5,6,1970,1970,Gable,CompShg,MetalSd,MetalSd,BrkFace,76.0,3,3,CBlock,3.0,3.0,1.0,4.0,828.0,1.0,0.0,174.0,1002.0,GasA,3,Y,SBrkr,1002,0,0,1.0,0.0,1,0,3,1,3,5,8,0,0.0,Detchd,yes,1.0,2.0,902.0,3.0,3.0,3,0,0,0,0,0,no,0.0,MnPrv,8,2009,WD ,Normal,2.0
510,904351240,1112,63000,50,RL,60.0,9780,Pave,0.0,1,4,4,Inside,3,Edwards,Norm,Norm,1Fam,1.5Fin,5,3,1934,1950,Gable,CompShg,MetalSd,MetalSd,NO,0.0,3,3,PConc,3.0,3.0,1.0,1.0,0.0,1.0,0.0,585.0,585.0,GasA,3,N,FuseA,687,425,0,1.0,0.0,2,0,4,1,3,6,8,0,0.0,Detchd,yes,1.0,1.0,226.0,1.0,1.0,1,0,0,0,0,0,no,0.0,NO,3,2009,WD ,Normal,3.0
511,535452090,1041,128000,20,RL,71.0,7350,Pave,0.0,1,4,4,Inside,3,NAmes,Norm,Norm,1Fam,1Story,5,6,1958,1958,Hip,CompShg,BrkFace,BrkFace,NO,0.0,3,3,CBlock,3.0,3.0,1.0,1.0,0.0,1.0,0.0,1041.0,1041.0,GasA,4,Y,SBrkr,1041,0,0,0.0,0.0,1,0,3,1,3,6,8,0,0.0,Attchd,yes,2.0,1.0,294.0,3.0,3.0,3,0,0,0,0,0,no,0.0,GdWo,3,2009,WD ,Normal,1.0
513,528427070,1933,214000,60,RL,86.0,14598,Pave,0.0,2,4,4,CulDSac,3,Somerst,Feedr,Norm,1Fam,2Story,6,5,2007,2007,Gable,CompShg,VinylSd,VinylSd,Stone,74.0,4,3,PConc,4.0,3.0,2.0,1.0,0.0,1.0,0.0,894.0,894.0,GasA,5,Y,SBrkr,894,1039,0,0.0,0.0,2,1,4,1,4,9,8,1,4.0,BuiltIn,yes,3.0,3.0,668.0,3.0,3.0,3,100,18,0,0,0,no,0.0,NO,1,2008,WD ,Normal,2.5
515,910201050,1601,129850,50,RM,50.0,7288,Pave,0.0,1,4,4,Inside,3,IDOTRR,Artery,Norm,1Fam,1.5Fin,5,7,1925,2003,Gable,CompShg,VinylSd,VinylSd,NO,0.0,4,4,BrkTil,3.0,1.0,1.0,1.0,0.0,1.0,0.0,936.0,936.0,GasA,5,Y,SBrkr,936,665,0,0.0,0.0,2,0,3,1,3,6,8,0,0.0,NO,no,0.0,0.0,0.0,0.0,0.0,1,0,0,0,176,0,no,0.0,NO,9,2007,WD ,Normal,2.0
516,527425090,864,115000,20,RL,70.0,10500,Pave,0.0,1,4,4,FR2,3,NAmes,Norm,Norm,1Fam,1Story,4,5,1971,1971,Gable,CompShg,HdBoard,HdBoard,NO,0.0,3,3,CBlock,3.0,3.0,1.0,5.0,432.0,1.0,0.0,432.0,864.0,GasA,3,Y,SBrkr,864,0,0,0.0,0.0,1,0,3,1,3,5,8,1,1.0,NO,no,0.0,0.0,0.0,0.0,0.0,3,0,0,0,0,0,no,0.0,NO,4,2010,ConLI,Normal,1.0
517,909277100,964,163500,30,RL,80.0,13360,Pave,1.0,2,2,4,Inside,3,Crawfor,Norm,Norm,1Fam,1Story,5,7,1921,2006,Gable,CompShg,Wd Sdng,Wd Sdng,NO,0.0,3,4,BrkTil,4.0,3.0,1.0,5.0,713.0,1.0,0.0,163.0,876.0,GasA,5,Y,SBrkr,964,0,0,1.0,0.0,1,0,2,1,3,5,8,0,0.0,Detchd,yes,1.0,2.0,432.0,3.0,3.0,3,0,0,44,0,0,no,0.0,NO,8,2009,WD ,Normal,2.0
518,531452070,1332,145000,120,RL,50.0,7175,Pave,0.0,1,4,4,Inside,3,SawyerW,Norm,Norm,TwnhsE,1Story,6,5,1990,1991,Gable,CompShg,Plywood,ImStucc,NO,0.0,4,3,PConc,4.0,3.0,1.0,1.0,0.0,1.0,0.0,1332.0,1332.0,GasA,4,Y,SBrkr,1332,0,0,0.0,0.0,2,0,2,1,4,5,8,0,0.0,Attchd,yes,2.0,2.0,542.0,3.0,3.0,3,0,60,0,0,0,no,0.0,NO,2,2009,WD ,Normal,2.0
519,528387050,2127,271000,60,RL,81.0,10944,Pave,0.0,2,4,4,Inside,3,NoRidge,Norm,Norm,1Fam,2Story,7,5,1994,1994,Gable,CompShg,VinylSd,VinylSd,BrkFace,448.0,4,3,PConc,4.0,3.0,1.0,6.0,1000.0,1.0,0.0,223.0,1223.0,GasA,5,Y,SBrkr,1223,904,0,1.0,0.0,2,1,3,1,4,5,8,2,3.0,Attchd,yes,2.0,2.0,525.0,3.0,3.0,3,171,132,0,0,0,no,0.0,NO,8,2008,WD ,Normal,3.5
520,905480240,1111,95000,50,RL,60.0,9084,Pave,0.0,1,4,4,Inside,3,Edwards,Artery,Norm,1Fam,1.5Fin,5,6,1941,1950,Gable,CompShg,VinylSd,VinylSd,NO,0.0,3,3,CBlock,3.0,2.0,2.0,2.0,236.0,3.0,380.0,0.0,616.0,GasA,3,N,SBrkr,616,495,0,0.0,1.0,1,0,3,1,3,5,8,0,0.0,Detchd,yes,1.0,1.0,200.0,3.0,2.0,3,48,0,0,0,0,no,0.0,NO,3,2008,ConLw,Normal,1.5
521,535476350,1395,192000,20,RL,80.0,9760,Pave,0.0,1,4,4,Inside,2,NAmes,Norm,Norm,1Fam,1Story,6,7,1963,1984,Hip,CompShg,Wd Sdng,Wd Sdng,BrkFace,218.0,3,3,CBlock,3.0,3.0,4.0,4.0,717.0,2.0,263.0,415.0,1395.0,GasA,3,Y,SBrkr,1395,0,0,1.0,0.0,1,0,2,1,3,7,7,1,3.0,Attchd,yes,2.0,2.0,440.0,3.0,3.0,3,657,0,113,0,240,no,0.0,NO,5,2010,WD ,Normal,2.0
523,906394060,1596,181000,60,RL,78.0,9316,Pave,0.0,2,4,4,Inside,3,CollgCr,Norm,Norm,1Fam,2Story,7,5,2005,2005,Gable,CompShg,VinylSd,VinylSd,BrkFace,532.0,4,3,PConc,4.0,3.0,3.0,1.0,0.0,1.0,0.0,784.0,784.0,GasA,5,Y,SBrkr,784,812,0,0.0,0.0,2,1,3,1,4,6,8,0,0.0,Attchd,yes,2.0,2.0,610.0,3.0,3.0,3,144,45,0,0,0,no,0.0,NO,6,2006,WD ,Normal,2.5
524,909282030,3447,381000,50,RL,111.64363125657376,14100,Pave,0.0,2,4,4,Inside,2,Crawfor,Norm,Norm,1Fam,1.5Fin,8,9,1935,1997,Gable,CompShg,Stucco,Stucco,BrkFace,632.0,3,4,CBlock,3.0,3.0,2.0,3.0,192.0,1.0,0.0,536.0,728.0,GasA,5,Y,SBrkr,1968,1479,0,0.0,0.0,3,1,4,1,4,11,8,2,4.0,BuiltIn,yes,1.0,3.0,1014.0,3.0,3.0,3,314,12,0,0,0,no,0.0,GdWo,5,2008,WD ,Normal,3.5
525,905225040,1601,140000,80,RL,85.0,13825,Pave,0.0,1,4,4,Inside,3,Sawyer,Norm,Norm,1Fam,SLvl,5,6,1958,1987,Gable,CompShg,MetalSd,MetalSd,NO,0.0,3,4,CBlock,3.0,3.0,1.0,1.0,0.0,1.0,0.0,533.0,533.0,GasA,3,Y,SBrkr,1021,580,0,0.0,1.0,1,0,3,1,3,6,6,0,0.0,BuiltIn,yes,2.0,1.0,300.0,3.0,3.0,3,280,34,0,0,0,no,0.0,NO,12,2008,WD ,Normal,1.5
526,908275130,1200,130500,50,RL,70.0,11767,Pave,0.0,1,4,4,Inside,3,Edwards,Norm,Norm,1Fam,1.5Fin,5,6,1946,1995,Gable,CompShg,MetalSd,MetalSd,NO,0.0,3,3,CBlock,3.0,3.0,1.0,4.0,352.0,1.0,0.0,416.0,768.0,GasA,5,Y,SBrkr,768,432,0,0.0,0.0,1,0,3,1,3,6,8,0,0.0,Detchd,yes,1.0,1.0,240.0,3.0,3.0,3,0,0,0,0,0,no,0.0,NO,5,2008,WD ,Normal,1.0
527,527226040,1424,155000,190,RL,195.0,41600,Pave,0.0,2,4,4,FR2,3,Gilbert,Norm,Norm,2fmCon,1Story,5,5,1969,1990,Gable,CompShg,HdBoard,HdBoard,NO,0.0,3,3,CBlock,4.0,3.0,4.0,5.0,1047.0,1.0,0.0,53.0,1100.0,GasW,3,Y,SBrkr,1424,0,0,1.0,0.0,1,1,3,1,3,7,5,0,0.0,2Types,yes,1.0,3.0,828.0,3.0,3.0,1,144,0,0,0,0,no,0.0,NO,11,2007,WD ,Normal,2.5
528,903458110,1406,89500,50,RM,62.71046521645845,7920,Pave,1.0,2,4,4,Inside,3,IDOTRR,Artery,Norm,1Fam,1.5Fin,6,7,1920,1950,Gable,CompShg,MetalSd,MetalSd,NO,0.0,3,2,CBlock,3.0,3.0,1.0,1.0,0.0,1.0,0.0,319.0,319.0,GasA,3,Y,FuseA,1035,371,0,0.0,0.0,1,0,3,1,2,6,8,0,0.0,NO,no,0.0,0.0,0.0,0.0,0.0,1,0,144,0,0,0,no,0.0,MnPrv,3,2008,WD ,Normal,1.0
529,535425080,2448,277500,60,RL,144.7012312917649,18275,Pave,0.0,2,2,4,Inside,3,NAmes,Norm,Norm,1Fam,2Story,7,8,1962,1998,Gable,CompShg,Plywood,Plywood,NO,0.0,3,3,CBlock,3.0,3.0,4.0,5.0,636.0,1.0,0.0,802.0,1438.0,GasA,3,Y,SBrkr,1900,548,0,1.0,0.0,3,0,3,1,3,9,8,2,4.0,Attchd,yes,2.0,2.0,441.0,3.0,3.0,3,520,102,0,0,0,no,0.0,NO,9,2006,WD ,Normal,4.0
530,907201220,907,140000,20,RL,128.8177472988084,16269,Pave,0.0,2,4,4,CulDSac,3,CollgCr,Norm,Norm,1Fam,1Story,5,5,1978,1978,Gable,CompShg,MetalSd,MetalSd,BrkFace,76.0,3,3,BrkTil,4.0,3.0,3.0,6.0,625.0,1.0,0.0,282.0,907.0,GasA,3,Y,SBrkr,907,0,0,0.0,0.0,1,0,3,1,3,5,8,0,0.0,Attchd,yes,1.0,1.0,343.0,3.0,3.0,3,72,0,0,0,0,no,0.0,MnPrv,7,2009,WD ,Normal,1.0
531,903426160,1984,160000,60,RM,57.0,8094,Pave,1.0,1,4,4,Inside,3,OldTown,Norm,Norm,2fmCon,2.5Unf,6,8,1910,1983,Gable,CompShg,Wd Sdng,Wd Sdng,NO,0.0,3,3,PConc,3.0,3.0,2.0,3.0,196.0,1.0,0.0,1046.0,1242.0,GasA,4,Y,SBrkr,1242,742,0,0.0,0.0,2,0,5,1,3,8,8,0,0.0,Detchd,no,0.0,1.0,360.0,0.0,0.0,3,64,0,180,0,0,no,0.0,MnPrv,9,2008,WD ,Normal,2.0
532,905478140,1342,125000,20,RL,58.0,9280,Pave,0.0,1,4,4,Inside,3,Edwards,Norm,Norm,1Fam,1Story,5,6,1951,1951,Gable,CompShg,Wd Sdng,Wd Sdng,NO,0.0,3,3,CBlock,2.0,3.0,1.0,5.0,557.0,1.0,0.0,785.0,1342.0,GasA,5,Y,SBrkr,1342,0,0,1.0,0.0,1,0,4,1,3,7,8,0,0.0,Detchd,yes,1.0,1.0,256.0,3.0,3.0,3,0,0,0,0,0,no,0.0,NO,4,2007,WD ,Normal,2.0
534,907414070,1190,173500,20,RL,65.0,8769,Pave,0.0,1,4,4,FR2,3,CollgCr,Norm,Norm,1Fam,1Story,7,5,2005,2005,Gable,CompShg,VinylSd,VinylSd,NO,0.0,4,3,PConc,4.0,3.0,3.0,6.0,709.0,1.0,0.0,460.0,1169.0,GasA,5,Y,SBrkr,1190,0,0,1.0,0.0,2,0,2,1,4,5,8,0,0.0,Attchd,yes,2.0,2.0,578.0,3.0,3.0,3,100,41,0,0,0,no,0.0,NO,10,2007,WD ,Normal,3.0
535,914476050,1004,135000,90,RL,78.0,10530,Pave,0.0,1,4,4,Inside,3,Mitchel,Norm,Norm,Duplex,SFoyer,6,5,1977,1977,Gable,CompShg,Plywood,ImStucc,BrkFace,90.0,3,3,CBlock,4.0,3.0,4.0,6.0,975.0,1.0,0.0,0.0,975.0,GasA,3,Y,SBrkr,1004,0,0,1.0,0.0,1,0,2,1,3,4,8,0,0.0,Attchd,yes,1.0,2.0,504.0,3.0,3.0,3,0,0,0,0,0,no,0.0,NO,5,2006,WD ,Normal,2.0
537,528235090,2267,200000,60,RL,63.88232744525086,8068,Pave,0.0,2,4,4,Inside,3,Gilbert,Norm,Norm,1Fam,2Story,6,5,2002,2002,Gable,CompShg,VinylSd,VinylSd,NO,0.0,4,3,PConc,4.0,3.0,1.0,1.0,0.0,1.0,0.0,1010.0,1010.0,GasA,5,Y,SBrkr,1010,1257,0,0.0,0.0,2,1,4,1,4,8,8,1,3.0,BuiltIn,yes,2.0,2.0,390.0,3.0,3.0,3,120,46,0,0,0,no,0.0,NO,12,2009,ConLI,Normal,2.5
538,527355150,2524,278000,20,RL,80.0,9600,Pave,0.0,1,4,4,Inside,3,NWAmes,PosN,Norm,1Fam,1Story,8,5,1981,1981,Hip,WdShngl,BrkFace,BrkFace,NO,0.0,4,3,PConc,4.0,3.0,1.0,5.0,1104.0,1.0,0.0,1420.0,2524.0,GasA,3,Y,SBrkr,2524,0,0,1.0,0.0,2,1,4,1,4,9,8,1,4.0,Attchd,yes,3.0,2.0,542.0,3.0,3.0,3,474,120,0,0,0,no,0.0,MnPrv,7,2009,WD ,Normal,3.5
539,527454130,1456,137900,160,RL,24.0,2349,Pave,0.0,1,4,4,Inside,3,NPkVill,Norm,Norm,Twnhs,2Story,6,5,1977,1977,Gable,CompShg,Plywood,Brk Cmn,NO,0.0,3,3,CBlock,4.0,3.0,1.0,5.0,389.0,1.0,0.0,466.0,855.0,GasA,3,Y,SBrkr,855,601,0,0.0,0.0,2,1,3,1,3,6,8,1,3.0,Attchd,yes,1.0,2.0,440.0,3.0,3.0,3,0,28,0,0,0,no,0.0,NO,5,2009,WD ,Normal,2.5
540,533215020,1638,300000,120,FV,37.729212974296026,4765,Pave,0.0,2,4,4,Inside,3,Somerst,Norm,Norm,TwnhsE,1Story,9,5,2000,2000,Hip,CompShg,MetalSd,MetalSd,BrkFace,260.0,4,3,PConc,4.0,3.0,3.0,6.0,1027.0,1.0,0.0,587.0,1614.0,GasA,5,Y,SBrkr,1638,0,0,1.0,0.0,2,0,2,1,5,5,8,1,3.0,Attchd,yes,3.0,2.0,495.0,3.0,3.0,3,230,68,0,0,0,no,0.0,NO,7,2008,WD ,Normal,3.0
541,526302120,1797,169000,20,RL,93.15512920096386,11765,Pave,0.0,2,4,4,Corner,3,NAmes,Norm,Norm,1Fam,1Story,5,5,1957,1957,Gable,CompShg,Wd Sdng,Wd Sdng,Stone,302.0,3,3,CBlock,3.0,3.0,2.0,3.0,1127.0,1.0,0.0,490.0,1617.0,GasA,2,Y,SBrkr,1797,0,0,0.0,0.0,1,1,3,1,3,7,8,1,3.0,Attchd,yes,1.0,3.0,963.0,3.0,3.0,3,0,0,0,0,0,no,0.0,NO,6,2006,WD ,Normal,1.5
542,532378220,941,129200,20,RL,69.59119681659764,8789,Pave,0.0,2,4,4,Inside,3,Sawyer,Norm,Norm,1Fam,1Story,5,6,1967,1967,Gable,CompShg,VinylSd,VinylSd,NO,0.0,3,3,CBlock,3.0,3.0,2.0,3.0,659.0,1.0,0.0,253.0,912.0,GasA,3,Y,SBrkr,941,0,0,0.0,0.0,1,0,3,1,3,6,8,1,1.0,Attchd,yes,1.0,1.0,288.0,3.0,3.0,3,64,0,0,0,0,no,0.0,NO,6,2006,WD ,Normal,1.0
543,907420110,1536,167000,60,RL,64.0,9045,Pave,0.0,2,4,4,Inside,3,CollgCr,Norm,Norm,1Fam,2Story,5,5,2005,2005,Gable,CompShg,VinylSd,VinylSd,NO,0.0,4,3,PConc,4.0,3.0,2.0,1.0,0.0,1.0,0.0,768.0,768.0,GasA,5,Y,SBrkr,768,768,0,0.0,0.0,2,1,3,1,4,6,8,0,0.0,Attchd,yes,3.0,2.0,400.0,3.0,3.0,3,0,40,0,0,0,no,0.0,NO,6,2007,WD ,Normal,2.5
544,527354100,1472,187500,80,RL,111.76240107705948,14115,Pave,0.0,1,4,4,Inside,3,NWAmes,Norm,Norm,1Fam,SLvl,7,5,1980,1980,Gable,CompShg,Plywood,Plywood,BrkFace,225.0,3,3,CBlock,4.0,3.0,3.0,6.0,1036.0,1.0,0.0,336.0,1372.0,GasA,3,Y,SBrkr,1472,0,0,1.0,0.0,2,0,3,1,3,6,8,2,3.0,Attchd,yes,1.0,2.0,588.0,3.0,3.0,3,233,48,0,0,0,no,0.0,NO,6,2009,WD ,Normal,3.0
545,535404080,816,129900,20,RL,73.0,7100,Pave,0.0,2,4,4,Corner,3,NAmes,Norm,Norm,1Fam,1Story,5,7,1957,1957,Gable,CompShg,WdShing,Wd Shng,NO,0.0,3,3,CBlock,3.0,3.0,1.0,6.0,708.0,1.0,0.0,108.0,816.0,GasA,3,Y,FuseA,816,0,0,1.0,0.0,1,0,2,1,3,5,8,0,0.0,Detchd,yes,1.0,1.0,308.0,3.0,3.0,3,0,0,0,0,0,no,0.0,NO,7,2006,WD ,Normal,2.0
546,906223090,1949,236000,60,RL,80.0,9938,Pave,0.0,1,4,4,Inside,3,SawyerW,Norm,Norm,1Fam,2Story,7,5,1993,1994,Gable,CompShg,MetalSd,MetalSd,BrkFace,246.0,4,3,PConc,4.0,3.0,1.0,6.0,750.0,1.0,0.0,300.0,1050.0,GasA,5,Y,SBrkr,1062,887,0,1.0,0.0,2,1,3,1,4,8,8,1,3.0,Attchd,yes,3.0,2.0,574.0,3.0,3.0,3,156,90,0,0,0,no,0.0,GdPrv,6,2010,WD ,Normal,3.5
547,527450080,1365,125500,160,RM,24.0,2160,Pave,0.0,1,4,4,Inside,3,BrDale,Norm,Norm,TwnhsE,2Story,5,6,1973,1973,Gable,CompShg,HdBoard,HdBoard,BrkFace,200.0,3,3,CBlock,3.0,3.0,1.0,2.0,402.0,1.0,0.0,363.0,765.0,GasA,4,Y,SBrkr,765,600,0,0.0,0.0,1,1,3,1,4,7,7,1,2.0,Attchd,yes,1.0,2.0,440.0,3.0,3.0,3,0,36,0,0,0,no,0.0,NO,6,2006,WD ,Normal,1.5
548,905352030,2022,192000,60,RL,83.0,10005,Pave,0.0,1,4,4,Inside,3,ClearCr,Norm,Norm,1Fam,2Story,7,5,1977,1977,Hip,CompShg,Plywood,Plywood,BrkFace,299.0,3,3,CBlock,4.0,3.0,1.0,4.0,392.0,1.0,0.0,768.0,1160.0,GasA,5,Y,SBrkr,1156,866,0,0.0,0.0,2,1,4,1,3,8,8,1,3.0,Attchd,yes,3.0,2.0,505.0,3.0,3.0,3,288,117,0,0,0,no,0.0,NO,3,2008,WD ,Normal,2.5
549,923275040,1110,165500,85,RL,72.06160908270056,9101,Pave,0.0,2,4,4,Corner,3,Mitchel,Norm,Norm,1Fam,SFoyer,5,6,1978,1978,Gable,CompShg,Plywood,Plywood,BrkFace,104.0,3,4,PConc,4.0,3.0,3.0,6.0,1097.0,1.0,0.0,0.0,1097.0,GasA,5,Y,SBrkr,1110,0,0,1.0,0.0,1,0,1,1,4,4,8,1,3.0,Attchd,yes,3.0,2.0,602.0,3.0,3.0,3,303,30,0,0,0,no,0.0,NO,7,2009,WD ,Normal,2.0
